rounds,accuracy,kappa,f1_score,roc_auc
1,0.2578452928243054,0.17393225565263776,0.1782750904461336,0.7570750076945925
2,0.37997201678992604,0.30128157251617627,0.3082946288111758,0.7992764877639223
3,0.43094143513891664,0.3562551978817357,0.37043736637577135,0.8178854046954216
4,0.45112932240655607,0.3780513801774131,0.3818367003626578,0.8342488569469897
5,0.4647211672996202,0.3930216046757901,0.3965182777198774,0.8406439497925893
6,0.4801119328402958,0.41082409284367905,0.41498610038256933,0.8517764942195825
7,0.47891265240855485,0.410276749505536,0.42540852565119686,0.8558716058815472
8,0.5132920247851289,0.44798524042957005,0.45483255722009086,0.8620414717454999
9,0.5092944233459924,0.44350579124512696,0.44906185880277716,0.8645117479198572
10,0.5258844693184089,0.46152718546611093,0.4627057626238959,0.8672985478838513
11,0.5240855486707975,0.45991162878661346,0.464405675073762,0.8708339222809516
12,0.5302818309014591,0.4675512832222492,0.4752315797625639,0.8716696704384108
13,0.5374775134919049,0.4746467637983237,0.47670136029340415,0.8761215347040681
14,0.5578652808315011,0.49727100877312636,0.5003806169209294,0.8792923754130092
15,0.5540675594643214,0.4929735328154102,0.5028316203263045,0.8778348829658202
16,0.5592644413351989,0.49913748853058554,0.5053431618871047,0.8808034380445104
17,0.5680591645012992,0.5084201032057929,0.513136067737534,0.8812291222124334
18,0.5780531680991405,0.5188732931791304,0.517267421152483,0.883352866626772
19,0.5816510093943634,0.523004506608466,0.5191734467609281,0.8832930967150532
20,0.5824505296821907,0.5242610955632473,0.5214222179066558,0.885794706603052
21,0.5900459724165501,0.5326012374191083,0.524163992699717,0.88733549422603
22,0.5894463322006795,0.5325674505034631,0.5290099340736939,0.8870361670133187
23,0.5938436937837298,0.5368650991275329,0.5316597032044429,0.8855359834772663
24,0.6002398560863482,0.5439942511220366,0.5407291390996702,0.889243119763615
25,0.5954427343593843,0.53903142949101,0.5355627395337784,0.8896695844396614
26,0.5994403357985209,0.5428494138788936,0.5329740796440823,0.8895878417826529
27,0.6074355386767939,0.5523941691947125,0.5470676382751045,0.8912284850537545
28,0.6042374575254847,0.5489433408384408,0.5438210237270451,0.8913828169878119
29,0.605036977813312,0.5491561341771483,0.5446501116243954,0.8922934796363391
30,0.6032380571657006,0.547453168644801,0.5437171028118964,0.8923300134407273
31,0.6070357785328803,0.5519984435285968,0.5451593529449166,0.8924707359875886
32,0.6068358984609235,0.5517472941569713,0.5497998661806915,0.8928343083757586
33,0.6158305016989806,0.5615239567825586,0.5547588837385666,0.8950836611624158
34,0.6216270237857285,0.5678122200280747,0.5588467590718185,0.895706892316103
35,0.6158305016989806,0.56160992019138,0.5543637319955155,0.8939195288174708
36,0.6170297821307216,0.5626424715364223,0.5563588380675026,0.895808336129441
37,0.617629422346592,0.563508086439015,0.5591311422291843,0.8952537120113313
38,0.6210273835698581,0.5670159635229904,0.560406803201669,0.8955841825236679
39,0.6254247451529082,0.5722480038908262,0.5644291593254839,0.8950973031778097
40,0.6218269038576854,0.5682922976831152,0.5601864356694771,0.8970245505091851
41,0.6218269038576854,0.5681751907042832,0.563349660738674,0.8988767752992629
42,0.6254247451529082,0.5719615894273558,0.5620818999348078,0.8969969134285687
43,0.6322206675994403,0.5792295693723517,0.5625687925341174,0.8975082857501258
44,0.6242254647211672,0.5707429541783479,0.5610009001281335,0.8991135859844399
45,0.6214271437137717,0.5676122252877738,0.5605208883122863,0.8961269556746423
46,0.6286228263042175,0.5751058302164499,0.5654344888004238,0.8967661641416846
47,0.6248251049370378,0.5711447472362107,0.563258854512329,0.8982947123728354
48,0.6240255846492104,0.5703319606143491,0.5624160480182555,0.898622533747863
49,0.6324205476713972,0.579426409428145,0.5687099773094414,0.8964661601991287
50,0.6330201878872677,0.580422156273758,0.5713056190600774,0.8979339392633459
