rounds,accuracy,kappa,f1_score,roc_auc
1,0.3446,0.27001186162689833,0.33068430105220803,0.7818302669036699
2,0.4128,0.34792131290601824,0.40055952082199187,0.8207628440592107
3,0.4616,0.4011691117293634,0.45410120184816927,0.8365097970432751
4,0.4804,0.42281181455203726,0.47582665723068185,0.8489325826303131
5,0.4982,0.44239242502034876,0.4955805940307908,0.8496118158163168
6,0.5006,0.4451557364069019,0.4939271649643146,0.8510709590737737
7,0.5276,0.4751694587134112,0.5252622207181475,0.8554547856985067
8,0.533,0.4812402677669301,0.5348984772591195,0.8610478525632769
9,0.5452,0.49465097701669564,0.5423589738761695,0.8697585035581815
10,0.5522,0.502599292958288,0.5546935821452089,0.8670443985431888
11,0.5518,0.5023049301592226,0.5516218802999622,0.8695030375305794
12,0.5686,0.5208484388863828,0.5688013605921118,0.8714445030030286
13,0.5642,0.5159536597802041,0.5647307797867466,0.8741071900834455
14,0.5682,0.5202742016374028,0.5714214282773701,0.8691387238743686
15,0.5722,0.524653763282902,0.5778286898140009,0.8708085842113417
16,0.5852,0.5392449732977485,0.5823525075570688,0.8773880574119023
17,0.592,0.5467144393512136,0.5884049893023582,0.8756351891831357
18,0.589,0.543349662057484,0.5943435084572504,0.8755669270222123
19,0.5808,0.5342704256605645,0.5819624884035097,0.8745889074402314
20,0.5814,0.5351319494489817,0.579977709789186,0.8761734550212005
21,0.59,0.5446520124928547,0.5905778344939996,0.8746503491878437
22,0.5848,0.538975980364943,0.5847647914485465,0.8745619749728774
23,0.594,0.5491013104393483,0.5967652748891611,0.8752447366563414
24,0.5888,0.5430291822761407,0.5924019860381812,0.8715390392378997
25,0.5928,0.5477697946451171,0.5935140022862514,0.8710023641146148
26,0.5958,0.5507484140678426,0.5976422215407518,0.8736154638668808
27,0.598,0.553338415312987,0.6008683900422519,0.874264997362487
28,0.597,0.5524223897517971,0.5981409015915296,0.8736031759356587
29,0.58,0.5336495040730852,0.5821257940026661,0.8702397391858445
30,0.5994,0.554965789869893,0.599800954680414,0.8724843019380273
31,0.5962,0.551289945003625,0.596842656955203,0.8700802270877557
32,0.5922,0.547036795717774,0.5944361687525674,0.8734877498001848
33,0.5904,0.5449398357802319,0.5917173569376054,0.8704672690060221
34,0.5966,0.5520458925340279,0.5988821699903563,0.8693822798727062
35,0.5896,0.5440479876030286,0.5913831040479788,0.8700780569589959
36,0.6008,0.5564696524423147,0.6022451845293112,0.8701491292405353
37,0.5966,0.5519014566068517,0.5970696444718573,0.8712246428560521
38,0.605,0.5609612686542051,0.604885769129094,0.8701918918830601
39,0.5996,0.5551514293470228,0.601752928531201,0.868601993951457
40,0.5868,0.5409679536579574,0.5864277443095282,0.8635667923647523
41,0.5984,0.553723431728681,0.5988680044617362,0.8696424564533519
42,0.5918,0.5465285236627622,0.5927602587535261,0.8654030179461261
43,0.5996,0.5551219969118673,0.602526159622507,0.8668125296958189
44,0.598,0.553484930746633,0.5990327952806265,0.8674486307424543
45,0.601,0.5565866737374844,0.6019351079467137,0.868437244631337
46,0.5952,0.5502212828484974,0.5968989585034427,0.8643804103304037
47,0.5922,0.5471717960721052,0.593807343528577,0.8610820975233427
48,0.5998,0.5553771785208456,0.5999619911660448,0.8654929134013142
49,0.6004,0.5560192659147675,0.6004309444027445,0.8620116706315223
50,0.5902,0.5445353556295011,0.5927716936543851,0.8628424883460742
