rounds,accuracy,kappa,f1_score,roc_auc,Scenario
33,0.6222,0.5801440832934145,0.6200168705345068,0.8851078372406795,Baseline_IID
34,0.6248,0.5830829424123418,0.624519144328626,0.884313103108352,Baseline_IID
35,0.6326,0.5917650570927324,0.6333352477050537,0.8831106307545692,Baseline_IID
36,0.6238,0.5818361114719229,0.6241701938484332,0.8835135586696131,Baseline_IID
37,0.6216,0.5794448755510186,0.6212023028947584,0.8837789236271456,Baseline_IID
38,0.6178,0.5752893328649877,0.6194885550482829,0.880512941255598,Baseline_IID
39,0.6154,0.5726147398209441,0.6183357525767331,0.8804627817381846,Baseline_IID
40,0.6236,0.5815335496366183,0.626263949097974,0.8814627178567304,Baseline_IID
41,0.6136,0.5704368248492666,0.6159130292026239,0.8820605131144188,Baseline_IID
42,0.6126,0.5695202722169972,0.613519358268621,0.8783833839677433,Baseline_IID
43,0.6158,0.5728965997249766,0.6162950404757923,0.8794746962026228,Baseline_IID
44,0.6158,0.5730670141042299,0.6168681828860519,0.8776933948756972,Baseline_IID
45,0.6166,0.5739249333877304,0.6145965398054988,0.8768214907191088,Baseline_IID
46,0.6152,0.5723380362022614,0.6151433009308065,0.8761671943633245,Baseline_IID
47,0.6156,0.5728514250261093,0.6158440106193712,0.8762912535347347,Baseline_IID
48,0.6102,0.5668721796449818,0.6099997748254071,0.8753231380060479,Baseline_IID
49,0.6146,0.5715894539645046,0.6148301491691722,0.877192211565176,Baseline_IID
50,0.6084,0.5647475994488488,0.6095819667863311,0.8748200442201988,Baseline_IID
1,0.3396,0.2658969437541154,0.3280522259019347,0.7848320166266751,One_Attacker_IID
2,0.4202,0.3555339157666678,0.4016149886980163,0.8222631903120513,One_Attacker_IID
3,0.4432,0.3818345387034635,0.438621293668242,0.8327271496863093,One_Attacker_IID
4,0.4812,0.4236532388939709,0.4805115119866052,0.8486282267059718,One_Attacker_IID
5,0.4876,0.4308193881821301,0.4855574914970793,0.8521924006529381,One_Attacker_IID
6,0.517,0.4634229964606307,0.5081753036848827,0.8575909549837057,One_Attacker_IID
7,0.5408,0.4897921401978644,0.5400454995561861,0.8635966469586847,One_Attacker_IID
8,0.5464,0.4963172230416849,0.5445724291439072,0.8667360470686577,One_Attacker_IID
9,0.5446,0.4941729022974541,0.5480099644849552,0.8684476964727778,One_Attacker_IID
10,0.5596,0.5106580368508525,0.5610984438755479,0.872791803032956,One_Attacker_IID
11,0.5632,0.5145781750048416,0.5677081497456448,0.8691969023237603,One_Attacker_IID
12,0.5738,0.5265522482484706,0.576980795137704,0.8717364604158869,One_Attacker_IID
13,0.5706,0.5231601598463484,0.5653337134321593,0.8714086879686527,One_Attacker_IID
14,0.5976,0.5527924508410531,0.5957407963011941,0.8721810970995021,One_Attacker_IID
15,0.5952,0.5501086985200878,0.5938325326773273,0.8780069186422421,One_Attacker_IID
16,0.592,0.5465684473372764,0.5921728168176346,0.876909934928609,One_Attacker_IID
17,0.5988,0.5542283445915526,0.6019405188812883,0.8783435154737325,One_Attacker_IID
18,0.6022,0.5579591649704103,0.6029436411734008,0.8783328333304479,One_Attacker_IID
19,0.6114,0.5681039977673601,0.6120500413823067,0.8800538298886095,One_Attacker_IID
20,0.5998,0.5553606452601534,0.6008578575007559,0.8772935320574022,One_Attacker_IID
21,0.6048,0.5608464860132201,0.6070307389278135,0.8818183781352856,One_Attacker_IID
22,0.6054,0.5614415363116564,0.610238325638707,0.8796611913821649,One_Attacker_IID
23,0.6032,0.5590747641288338,0.6065474977801212,0.875658637354671,One_Attacker_IID
24,0.6116,0.5685155719256647,0.6152099806488867,0.8813541611471639,One_Attacker_IID
25,0.6208,0.5786432135360178,0.6222591449428398,0.8783799692935798,One_Attacker_IID
26,0.621,0.5788286218915918,0.6219455991209697,0.8799947604126984,One_Attacker_IID
27,0.6112,0.5680771047154788,0.6127806429502686,0.8787811392603136,One_Attacker_IID
28,0.6122,0.5691302757392549,0.6150147961176368,0.8761879731709383,One_Attacker_IID
29,0.6078,0.5641829044619102,0.6101319664106595,0.8758758797834675,One_Attacker_IID
30,0.6258,0.5841332076642967,0.6295807104673207,0.8787251449137348,One_Attacker_IID
31,0.6236,0.5816945029108296,0.6251875622889366,0.8767453290216044,One_Attacker_IID
32,0.6162,0.5735540935753931,0.619473736250572,0.8752126493680756,One_Attacker_IID
33,0.612,0.5689153476248342,0.6146783331445779,0.8742048106980416,One_Attacker_IID
34,0.6118,0.5686977500910091,0.6150938823274759,0.8764515415843134,One_Attacker_IID
35,0.6208,0.5786622280549669,0.6240113506338386,0.8758926564904176,One_Attacker_IID
36,0.6106,0.5674514650123736,0.6131630678859925,0.8727478608067604,One_Attacker_IID
37,0.619,0.5765405788250462,0.6203473477382242,0.8745842627158443,One_Attacker_IID
38,0.6134,0.5704760758682454,0.6147831781019152,0.8715433288054218,One_Attacker_IID
39,0.6298,0.5884653527226609,0.6298791251109825,0.8748929862983957,One_Attacker_IID
40,0.606,0.5622932584074156,0.6090272330810782,0.870838019320442,One_Attacker_IID
41,0.6138,0.5706644783694951,0.6169328357848594,0.8731189361177407,One_Attacker_IID
42,0.6086,0.5651500147002593,0.6090996804604165,0.8667418602619473,One_Attacker_IID
43,0.6064,0.5629005366131665,0.607872356563436,0.8637831088777875,One_Attacker_IID
44,0.6016,0.5573592278488387,0.606755318223021,0.867128957602427,One_Attacker_IID
45,0.5982,0.5535992232408937,0.5999513414527367,0.8659141956601021,One_Attacker_IID
46,0.5968,0.5521090267612921,0.6005944454585319,0.865448837948474,One_Attacker_IID
47,0.6072,0.5633979189816863,0.611262996521833,0.8671704072126318,One_Attacker_IID
48,0.5976,0.5529735605169719,0.6015637231836782,0.8638347307730216,One_Attacker_IID
49,0.582,0.5356088037860872,0.5868859767123552,0.8604828581834428,One_Attacker_IID
50,0.6034,0.5593578720199406,0.6037782314170921,0.8658416624498264,One_Attacker_IID
1,0.3622,0.2909491623469363,0.340343408536819,0.7886677080818251,Two_Attackers_IID
2,0.3672,0.2972606622106066,0.329170891492561,0.7974456038480328,Two_Attackers_IID
3,0.3582,0.2881642823335098,0.3331375945691767,0.8027278393197614,Two_Attackers_IID
4,0.3794,0.3109873612009635,0.3597039660013166,0.807208776161608,Two_Attackers_IID
5,0.4124,0.3469052528255336,0.3994795131758333,0.8086468972484991,Two_Attackers_IID
6,0.4334,0.3708822354666654,0.4191254269526828,0.8174130396372246,Two_Attackers_IID
7,0.4318,0.3688529140975602,0.4240709177620315,0.822698691060512,Two_Attackers_IID
8,0.4564,0.3966554967899151,0.4482356820313544,0.827629653806193,Two_Attackers_IID
9,0.4506,0.3897005214857359,0.443621249210165,0.8288202765935554,Two_Attackers_IID
10,0.4436,0.3822460048210808,0.4302679586831429,0.8282450857713118,Two_Attackers_IID
11,0.4672,0.4082843990093023,0.4627042508207474,0.8341249739051374,Two_Attackers_IID
12,0.4574,0.3980002686632415,0.4471024709422431,0.8368969827295423,Two_Attackers_IID
13,0.476,0.4181144982124909,0.4640478105021819,0.8396410940270725,Two_Attackers_IID
14,0.4644,0.4052806756323246,0.4601070328964338,0.8359135861017268,Two_Attackers_IID
15,0.475,0.4170053992274251,0.4755278554896947,0.838560779998693,Two_Attackers_IID
16,0.4684,0.4096421910731144,0.4591082070454759,0.8390608096536868,Two_Attackers_IID
17,0.5058,0.4514338495954815,0.5038419960263826,0.8471079896589585,Two_Attackers_IID
18,0.4738,0.4157603703465766,0.4736110780117543,0.8442099428800184,Two_Attackers_IID
19,0.472,0.4138346378236983,0.4711907870225855,0.8404866277770594,Two_Attackers_IID
20,0.4626,0.4035597084980957,0.4534386393412286,0.8446648398446216,Two_Attackers_IID
21,0.4886,0.4323721170407731,0.4825819167744403,0.8418578927870222,Two_Attackers_IID
22,0.4736,0.4157833496205186,0.4717604921260553,0.8381934763452457,Two_Attackers_IID
23,0.4754,0.4176230943827497,0.4701171582587577,0.8417497310005945,Two_Attackers_IID
24,0.464,0.404902452272655,0.461131705157147,0.8401722173467351,Two_Attackers_IID
25,0.5026,0.4477070358320148,0.5004006439578368,0.8454668684344051,Two_Attackers_IID
26,0.47,0.4120151026448699,0.4650444020188674,0.8374657526398445,Two_Attackers_IID
27,0.5046,0.4501188339059959,0.5023092797323381,0.8416360654128544,Two_Attackers_IID
28,0.4994,0.4440134163384578,0.50013892106637,0.8401374095612113,Two_Attackers_IID
29,0.4904,0.4343921615157483,0.480983820342569,0.8391216475753698,Two_Attackers_IID
30,0.4716,0.4133847597030248,0.4673736171829786,0.8369256699307207,Two_Attackers_IID
31,0.4604,0.4014031422086176,0.453579957016618,0.8369726111041355,Two_Attackers_IID
32,0.4894,0.4332308707199013,0.4854343149411775,0.8338881046276904,Two_Attackers_IID
33,0.4674,0.408983203442917,0.4672298457821867,0.8321775533272892,Two_Attackers_IID
34,0.4526,0.3923160090635931,0.4458835421830949,0.8331009967579662,Two_Attackers_IID
35,0.4824,0.4254756156374414,0.4842388483243887,0.8319012650198511,Two_Attackers_IID
36,0.4606,0.4009406385236146,0.4560672391238298,0.8324085147212062,Two_Attackers_IID
37,0.496,0.4401910358748369,0.4863880913027779,0.8374576723594722,Two_Attackers_IID
38,0.4582,0.3985280232427916,0.4539899557348294,0.8327221923005327,Two_Attackers_IID
39,0.4536,0.3935333232612943,0.4492816213003561,0.8325052124205907,Two_Attackers_IID
40,0.4534,0.3932523652272959,0.4462610777556731,0.831337426115555,Two_Attackers_IID
41,0.4408,0.3790300245629258,0.4398890227145695,0.83077769953038,Two_Attackers_IID
42,0.4478,0.3870921495122248,0.4509169772846333,0.8332862797660789,Two_Attackers_IID
43,0.4548,0.3948123485476681,0.454252321907971,0.8323606398046984,Two_Attackers_IID
44,0.462,0.4027854104922259,0.458658595114678,0.8314198650264342,Two_Attackers_IID
45,0.4494,0.3884860302829925,0.4526086923320494,0.8300911620782238,Two_Attackers_IID
46,0.44,0.3785031400961226,0.4367496122538228,0.8266011898612217,Two_Attackers_IID
47,0.4544,0.394401376795578,0.4510294133637763,0.829943810927489,Two_Attackers_IID
48,0.461,0.4017533571141279,0.4551179215060413,0.8309408401885068,Two_Attackers_IID
49,0.462,0.4029598783333713,0.451159947356726,0.8298904082670319,Two_Attackers_IID
50,0.4516,0.3914767187156906,0.4485044003767672,0.8257780616265612,Two_Attackers_IID
1,0.2078752748350989,0.119360660652522,0.0880583346987279,0.7772336098339298,Baseline_NonIID
2,0.4297421547071757,0.3551974868273997,0.3751090240545373,0.8232251123944262,Baseline_NonIID
3,0.4805116929842095,0.4100804839935313,0.4123204068209494,0.8473873560150272,Baseline_NonIID
4,0.4961023385968419,0.4297330330470133,0.4444062878569519,0.8583008970716641,Baseline_NonIID
5,0.5168898660803518,0.4514339135625817,0.4564999496155508,0.864515501430658,Baseline_NonIID
6,0.522486508095143,0.4583100823696472,0.4681810733737371,0.8682942605832117,Baseline_NonIID
7,0.5524685188886668,0.4911991679530458,0.4904401640311449,0.873921603673138,Baseline_NonIID
8,0.5724565260843494,0.513311178085499,0.5130419604560494,0.8805424744178877,Baseline_NonIID
9,0.5764541275234859,0.5176673021975003,0.5169777824523455,0.8810084217946881,Baseline_NonIID
10,0.597041774935039,0.5405681940263894,0.535998509285528,0.8849263398421093,Baseline_NonIID
11,0.5948430941435139,0.5379587737096423,0.5300468458676386,0.8864455505999053,Baseline_NonIID
12,0.6014391365180891,0.5452811593790139,0.5410135571887208,0.8884978550756897,Baseline_NonIID
13,0.5978412952228663,0.5410470381130275,0.5350136597850682,0.8888270922692821,Baseline_NonIID
14,0.5998400959424346,0.5437248856772962,0.5442547551132577,0.8901562392451342,Baseline_NonIID
15,0.6012392564461323,0.5452084667275772,0.5404369243029545,0.8948327665463528,Baseline_NonIID
16,0.6064361383170098,0.551191520376834,0.546583937383137,0.8922013526522901,Baseline_NonIID
17,0.6040375774535279,0.5489420525680052,0.5478506092266754,0.8954082607185042,Baseline_NonIID
18,0.6100339796122327,0.5549709594649987,0.5476056907951036,0.893518222034859,Baseline_NonIID
19,0.6148311013391965,0.5604593023538641,0.5560388685453015,0.8938130097282491,Baseline_NonIID
20,0.611832900259844,0.556770211237842,0.546494202502062,0.8946491032841474,Baseline_NonIID
21,0.6098340995402758,0.5546883010119724,0.5466900448590176,0.8950416134618183,Baseline_NonIID
22,0.6134319408354987,0.5582728564315185,0.5506740534340084,0.8939384342335468,Baseline_NonIID
23,0.6070357785328803,0.5517542121663942,0.548638168270223,0.8935077368312262,Baseline_NonIID
24,0.6166300219868079,0.5624613260523816,0.5567904942981781,0.8955932816365466,Baseline_NonIID
25,0.6112332600439736,0.556319075894613,0.5491477767723822,0.8953909152163071,Baseline_NonIID
26,0.6140315810513691,0.5594081537014243,0.5537957300896698,0.8949773225271311,Baseline_NonIID
27,0.6138317009794123,0.5591267846020262,0.5498311714419521,0.8930665457294203,Baseline_NonIID
28,0.600439736158305,0.5444622266616811,0.5394103657275727,0.8921796408011872,Baseline_NonIID
29,0.6172296622026784,0.5632110505263589,0.5550897877717147,0.8919435533657601,Baseline_NonIID
30,0.6106336198281032,0.5559150487338342,0.5497187291049316,0.891697660811043,Baseline_NonIID
31,0.6080351788926645,0.5528209611620267,0.547049801411888,0.8933423209591145,Baseline_NonIID
32,0.6086348191085349,0.5532896533501113,0.5464939323318991,0.8929895235531662,Baseline_NonIID
33,0.6052368578852688,0.5494078145088375,0.5421464398770384,0.8897800760171196,Baseline_NonIID
34,0.6028382970217869,0.5470482536476453,0.5436472885257064,0.8914992133447067,Baseline_NonIID
35,0.61083349990006,0.5560570161576662,0.5506305982379072,0.8910452313874628,Baseline_NonIID
36,0.6028382970217869,0.5473926327422669,0.54275376378085,0.8896249429318893,Baseline_NonIID
37,0.6128323006196282,0.5576997490437079,0.5521750534775347,0.8906540599956826,Baseline_NonIID
38,0.605036977813312,0.5493660925127792,0.5444117690763453,0.8886533515365999,Baseline_NonIID
39,0.6052368578852688,0.5495797315504615,0.5449738585026507,0.8893139567916126,Baseline_NonIID
40,0.6114331401159304,0.5564503565757316,0.5514393123658834,0.8854890366236634,Baseline_NonIID
41,0.6016390165900459,0.5454971623335725,0.5435263272183968,0.8866070373456997,Baseline_NonIID
42,0.5990405756546072,0.5427986339638264,0.5400762060245885,0.8870231890809809,Baseline_NonIID
43,0.597041774935039,0.5403849119655935,0.5405809068428821,0.8853871986203786,Baseline_NonIID
44,0.5914451329202478,0.5343324748698937,0.5347327288831886,0.8862403502170426,Baseline_NonIID
45,0.6072356586048371,0.5516636061656424,0.5475456450586129,0.8865084718447273,Baseline_NonIID
46,0.6046372176693984,0.5486818819603014,0.5432452131293288,0.8830920725112008,Baseline_NonIID
47,0.5934439336398161,0.536438110830011,0.5339950473295362,0.882735399491053,Baseline_NonIID
48,0.597041774935039,0.540401187470797,0.5360681152267626,0.883702780382046,Baseline_NonIID
49,0.5902458524885069,0.5331222527122381,0.5347939007245667,0.883355529475657,Baseline_NonIID
50,0.6006396162302619,0.544174237851717,0.5388126183581713,0.8798941823385313,Baseline_NonIID
1,0.2498500899460324,0.1593864004926145,0.1485599487799578,0.7722488959234756,One_Attacker_NonIID
2,0.4125524685188886,0.3355927964873885,0.3295455672247955,0.8210080217430347,One_Attacker_NonIID
3,0.4527283629822107,0.3795540346053234,0.3702892191071091,0.8436021578275228,One_Attacker_NonIID
4,0.4699180491704977,0.3989129519733186,0.4039868405306258,0.8488958215067314,One_Attacker_NonIID
5,0.4957025784529282,0.4272493724211862,0.4187673924062542,0.8586973419989266,One_Attacker_NonIID
6,0.535078952628423,0.4714416077619446,0.4661228415094992,0.8610992673046186,One_Attacker_NonIID
7,0.5320807515490705,0.468162473425723,0.4728625586535274,0.8637084387125203,One_Attacker_NonIID
8,0.5606636018388966,0.4994339432652843,0.498503684131981,0.8727952999300934,One_Attacker_NonIID
9,0.5524685188886668,0.4897582095144497,0.4853637844416929,0.8699954380326995,One_Attacker_NonIID
10,0.5726564061563062,0.5121800837722289,0.5064012904432537,0.8758586608646227,One_Attacker_NonIID
11,0.5764541275234859,0.5164602092900263,0.5143727278223741,0.8799445623245082,One_Attacker_NonIID
12,0.5690585648610833,0.5079168409532729,0.5013361570847675,0.8714656309445769,One_Attacker_NonIID
13,0.5896462122726365,0.5314699646122798,0.5270672375437228,0.8795214825279016,One_Attacker_NonIID
14,0.6008394963022187,0.5440463787243621,0.5372452245205112,0.8808347981810829,One_Attacker_NonIID
15,0.5936438137117729,0.535837483487895,0.5316190229421154,0.8774136841227209,One_Attacker_NonIID
16,0.6034379372376574,0.5469782994849217,0.5386608390728498,0.8767653963340225,One_Attacker_NonIID
17,0.5936438137117729,0.5350649869897561,0.5195452139005309,0.8726016977891563,One_Attacker_NonIID
18,0.6064361383170098,0.5503839568911969,0.5411561035654016,0.883556430079514,One_Attacker_NonIID
19,0.6160303817709374,0.5609126444742566,0.5478058853595436,0.8798362585033895,One_Attacker_NonIID
20,0.618828702778333,0.5640087740710966,0.552241533497566,0.8822964803717823,One_Attacker_NonIID
21,0.5996402158704777,0.5424149953318553,0.5290509723116668,0.8787977283366294,One_Attacker_NonIID
22,0.6114331401159304,0.5557532824853582,0.5467878217542976,0.881283116588145,One_Attacker_NonIID
23,0.6022386568059165,0.5454682593712529,0.534719778589699,0.8776609475173962,One_Attacker_NonIID
24,0.606236258245053,0.5501713354722247,0.5447954779435454,0.8774927954510565,One_Attacker_NonIID
25,0.6086348191085349,0.5523641203385647,0.5440241332667277,0.876156946458702,One_Attacker_NonIID
26,0.61083349990006,0.5548105431788464,0.5462373435159702,0.881886963356007,One_Attacker_NonIID
27,0.61083349990006,0.5551525762034548,0.5505079229853913,0.8778770331174486,One_Attacker_NonIID
28,0.6114331401159304,0.5556731025754112,0.5477624275352079,0.8794720552413414,One_Attacker_NonIID
29,0.5974415350789526,0.539527318054445,0.5316760915474049,0.8726236497100475,One_Attacker_NonIID
30,0.6172296622026784,0.5628388477214261,0.5565111347543212,0.8768152910795469,One_Attacker_NonIID
31,0.606236258245053,0.5500757596576663,0.5424461065464435,0.87617999076118,One_Attacker_NonIID
32,0.6058364981011393,0.5499677101338157,0.5487253246481122,0.8751668248050801,One_Attacker_NonIID
33,0.6080351788926645,0.5518048558861821,0.5421196409593588,0.8728708708772326,One_Attacker_NonIID
34,0.6178293024185488,0.5624885430674652,0.5505258090625932,0.8726482225439852,One_Attacker_NonIID
35,0.6026384169498301,0.5458814800392084,0.5404534492979822,0.8748964681637075,One_Attacker_NonIID
36,0.6124325404757146,0.5570134410818062,0.5492254414140088,0.8767428693468999,One_Attacker_NonIID
37,0.5930441734959024,0.5357214165177007,0.5336813618272588,0.8722496175329456,One_Attacker_NonIID
38,0.6064361383170098,0.5498125077821723,0.5401586614782541,0.8707457361004147,One_Attacker_NonIID
39,0.6010393763741755,0.5445473525554708,0.5422522342194985,0.871199576447425,One_Attacker_NonIID
40,0.6006396162302619,0.5440075701401991,0.5374501558669711,0.8691774582688881,One_Attacker_NonIID
41,0.5990405756546072,0.5421185619516087,0.5371637283782247,0.8686609528692177,One_Attacker_NonIID
42,0.6030381770937437,0.5471012705136885,0.5465071132719537,0.8706102681315818,One_Attacker_NonIID
43,0.59824105536678,0.5410223197530559,0.5323997732323585,0.8682851963999526,One_Attacker_NonIID
44,0.5882470517689387,0.5295430746851926,0.526368778403411,0.8669334644014304,One_Attacker_NonIID
45,0.5948430941435139,0.537228020883458,0.5311109111358305,0.8659427383173115,One_Attacker_NonIID
46,0.59824105536678,0.5412370568558114,0.5376302221084782,0.869364373427668,One_Attacker_NonIID
47,0.5900459724165501,0.5318763816717708,0.527642955570478,0.86718115532242,One_Attacker_NonIID
48,0.5862482510493704,0.5277265014390234,0.5238654498963349,0.8671004692224732,One_Attacker_NonIID
49,0.5840495702578453,0.5253267387279623,0.5222529422309117,0.8635427329988552,One_Attacker_NonIID
50,0.5868478912652408,0.5285549631182457,0.5235279178266374,0.8630860441725194,One_Attacker_NonIID
1,0.2164701179292424,0.1254721657994302,0.1177551492734709,0.7362469813786843,Two_Attackers_NonIID
2,0.260643613831701,0.1719896727978622,0.1729660746961424,0.7609630655653549,Two_Attackers_NonIID
3,0.2802318608834699,0.1924312783122075,0.1935109612955686,0.7760018124208399,Two_Attackers_NonIID
4,0.30541674995003,0.2189714339925106,0.2193313452906691,0.7908481662662686,Two_Attackers_NonIID
5,0.3314011593044173,0.2465556107162277,0.2545459942453472,0.7994705928799476,Two_Attackers_NonIID
6,0.3361982810313811,0.2518791756832169,0.2631897378042378,0.8049604998137752,Two_Attackers_NonIID
7,0.3731760943433939,0.29252174565053,0.2980686755081496,0.8173066130053177,Two_Attackers_NonIID
8,0.3725764541275235,0.2912227184516187,0.3030784219310671,0.8217893722734828,Two_Attackers_NonIID
9,0.3735758544873076,0.2920761661841582,0.3088016162080211,0.818423977432797,Two_Attackers_NonIID
10,0.3895662602438537,0.308701953734075,0.3178238130602911,0.8230222474089768,Two_Attackers_NonIID
11,0.3961623026184289,0.3161221778184827,0.3315088294582896,0.8276782357930216,Two_Attackers_NonIID
12,0.4097541475114931,0.3312228457890749,0.356828184605046,0.8294491636309331,Two_Attackers_NonIID
13,0.381171297221667,0.2997139366336929,0.3116435052316718,0.8246072446269851,Two_Attackers_NonIID
14,0.3775734559264441,0.2966241562717215,0.3260200487661084,0.8255918735868288,Two_Attackers_NonIID
15,0.4097541475114931,0.3310772361363623,0.354390879973345,0.8309547637084461,Two_Attackers_NonIID
16,0.3989606236258245,0.3197634552682308,0.3396497895023334,0.8283650032750458,Two_Attackers_NonIID
17,0.4091545072956226,0.3305813697179999,0.353357658761645,0.8238637118286655,Two_Attackers_NonIID
18,0.3907655406755946,0.3098547102671017,0.3303475551652196,0.8254299327919888,Two_Attackers_NonIID
19,0.3985608634819108,0.3196721957728766,0.3450262271952339,0.8263010385287609,Two_Attackers_NonIID
20,0.3933639816110333,0.3133182626220259,0.3309213883114305,0.8264869387230416,Two_Attackers_NonIID
21,0.4249450329802118,0.3479562970573169,0.3710855257363623,0.8299218556075899,Two_Attackers_NonIID
22,0.390365780531681,0.3095384005117481,0.3397858684921036,0.8256627207312328,Two_Attackers_NonIID
23,0.4189486308215071,0.3424597760238032,0.3668365639448805,0.830055722612561,Two_Attackers_NonIID
24,0.3901659004597241,0.3087082670141917,0.3252676257270722,0.8222980288331322,Two_Attackers_NonIID
25,0.4139516290225865,0.3355388431915636,0.3542142949373029,0.8265668209841591,Two_Attackers_NonIID
26,0.4067559464321407,0.3284254630553651,0.3546493109030131,0.8264437045793691,Two_Attackers_NonIID
27,0.3865680591645013,0.3062175193296075,0.3378779296347678,0.8218593220206004,Two_Attackers_NonIID
28,0.3965620627623425,0.3168901593216508,0.3426374643970536,0.823916660924393,Two_Attackers_NonIID
29,0.3977613431940835,0.3182927724182582,0.3405385389244513,0.8240995804408832,Two_Attackers_NonIID
30,0.4263441934839097,0.349173857485863,0.3668365471668416,0.8272578896368756,Two_Attackers_NonIID
31,0.4237457525484709,0.3463340741200201,0.3641385808679368,0.824032245633401,Two_Attackers_NonIID
32,0.3879672196681991,0.3074820960975942,0.3383578005405041,0.8245429284752037,Two_Attackers_NonIID
33,0.4139516290225865,0.336322946494128,0.3658572011901315,0.8227401029222514,Two_Attackers_NonIID
34,0.3919648211073356,0.3128058759273751,0.3396061075890446,0.8230455563530223,Two_Attackers_NonIID
35,0.4335398760743554,0.3572350817938766,0.3690300891896175,0.826390067655593,Two_Attackers_NonIID
36,0.3933639816110333,0.3138368242205268,0.3416531870259009,0.8185002020624864,Two_Attackers_NonIID
37,0.4065560663601839,0.3289543967485638,0.3513735309504872,0.8201951305220406,Two_Attackers_NonIID
38,0.4299420347791325,0.3535341560086669,0.3777092407624831,0.8257510871688227,Two_Attackers_NonIID
39,0.3973615830501699,0.3177418013004189,0.3436972336616177,0.816965770892958,Two_Attackers_NonIID
40,0.4231461123326004,0.3457130499365206,0.3666718128312958,0.8196328238355798,Two_Attackers_NonIID
41,0.3927643413951629,0.312515586262236,0.3348612674173069,0.8157569120269809,Two_Attackers_NonIID
42,0.3979612232660404,0.3185558080118481,0.3458390390274414,0.816983581740441,Two_Attackers_NonIID
43,0.4161503098141115,0.3388148844930108,0.3616203131134797,0.8145861217956251,Two_Attackers_NonIID
44,0.3887667399560264,0.3083315944866749,0.3320542889318404,0.8116034367271883,Two_Attackers_NonIID
45,0.367379572256646,0.2858373148303144,0.3145679150315134,0.8102937809958215,Two_Attackers_NonIID
46,0.4059564261443134,0.3274627050711919,0.3574225671907542,0.8158176438953043,Two_Attackers_NonIID
47,0.3923645812512492,0.3125972951842606,0.3465312892134715,0.8114179663356099,Two_Attackers_NonIID
48,0.3863681790925444,0.3055783036110897,0.3375991165010232,0.8137218759616964,Two_Attackers_NonIID
49,0.3777733359984009,0.2958346270360738,0.3261122653595097,0.8132221123082354,Two_Attackers_NonIID
50,0.4031581051369178,0.3250252295340995,0.3489410275972429,0.8119225767222872,Two_Attackers_NonIID
