rounds,accuracy,kappa,f1_score,roc_auc
1,0.20787527483509893,0.11936066065252204,0.08805833469872798,0.7772336098339298
2,0.4297421547071757,0.3551974868273997,0.3751090240545373,0.8232251123944262
3,0.4805116929842095,0.41008048399353136,0.4123204068209494,0.8473873560150272
4,0.4961023385968419,0.4297330330470133,0.4444062878569519,0.8583008970716641
5,0.5168898660803518,0.4514339135625817,0.45649994961555085,0.864515501430658
6,0.522486508095143,0.4583100823696472,0.4681810733737371,0.8682942605832117
7,0.5524685188886668,0.49119916795304586,0.49044016403114493,0.873921603673138
8,0.5724565260843494,0.513311178085499,0.5130419604560494,0.8805424744178877
9,0.5764541275234859,0.5176673021975003,0.5169777824523455,0.8810084217946881
10,0.597041774935039,0.5405681940263894,0.535998509285528,0.8849263398421093
11,0.5948430941435139,0.5379587737096423,0.5300468458676386,0.8864455505999053
12,0.6014391365180891,0.5452811593790139,0.5410135571887208,0.8884978550756897
13,0.5978412952228663,0.5410470381130275,0.5350136597850682,0.8888270922692821
14,0.5998400959424346,0.5437248856772962,0.5442547551132577,0.8901562392451342
15,0.6012392564461323,0.5452084667275772,0.5404369243029545,0.8948327665463528
16,0.6064361383170098,0.551191520376834,0.546583937383137,0.8922013526522901
17,0.6040375774535279,0.5489420525680052,0.5478506092266754,0.8954082607185042
18,0.6100339796122327,0.5549709594649987,0.5476056907951036,0.893518222034859
19,0.6148311013391965,0.5604593023538641,0.5560388685453015,0.8938130097282491
20,0.611832900259844,0.556770211237842,0.546494202502062,0.8946491032841474
21,0.6098340995402758,0.5546883010119724,0.5466900448590176,0.8950416134618183
22,0.6134319408354987,0.5582728564315185,0.5506740534340084,0.8939384342335468
23,0.6070357785328803,0.5517542121663942,0.548638168270223,0.8935077368312262
24,0.6166300219868079,0.5624613260523816,0.5567904942981781,0.8955932816365466
25,0.6112332600439736,0.556319075894613,0.5491477767723822,0.8953909152163071
26,0.6140315810513691,0.5594081537014243,0.5537957300896698,0.8949773225271311
27,0.6138317009794123,0.5591267846020262,0.5498311714419521,0.8930665457294203
28,0.600439736158305,0.5444622266616811,0.5394103657275727,0.8921796408011872
29,0.6172296622026784,0.5632110505263589,0.5550897877717147,0.8919435533657601
30,0.6106336198281032,0.5559150487338342,0.5497187291049316,0.891697660811043
31,0.6080351788926645,0.5528209611620267,0.547049801411888,0.8933423209591145
32,0.6086348191085349,0.5532896533501113,0.5464939323318991,0.8929895235531662
33,0.6052368578852688,0.5494078145088375,0.5421464398770384,0.8897800760171196
34,0.6028382970217869,0.5470482536476453,0.5436472885257064,0.8914992133447067
35,0.61083349990006,0.5560570161576662,0.5506305982379072,0.8910452313874628
36,0.6028382970217869,0.5473926327422669,0.54275376378085,0.8896249429318893
37,0.6128323006196282,0.5576997490437079,0.5521750534775347,0.8906540599956826
38,0.605036977813312,0.5493660925127792,0.5444117690763453,0.8886533515365999
39,0.6052368578852688,0.5495797315504615,0.5449738585026507,0.8893139567916126
40,0.6114331401159304,0.5564503565757316,0.5514393123658834,0.8854890366236634
41,0.6016390165900459,0.5454971623335725,0.5435263272183968,0.8866070373456997
42,0.5990405756546072,0.5427986339638264,0.5400762060245885,0.8870231890809809
43,0.597041774935039,0.5403849119655935,0.5405809068428821,0.8853871986203786
44,0.5914451329202478,0.5343324748698937,0.5347327288831886,0.8862403502170426
45,0.6072356586048371,0.5516636061656424,0.5475456450586129,0.8865084718447273
46,0.6046372176693984,0.5486818819603014,0.5432452131293288,0.8830920725112008
47,0.5934439336398161,0.536438110830011,0.5339950473295362,0.882735399491053
48,0.597041774935039,0.540401187470797,0.5360681152267626,0.883702780382046
49,0.5902458524885069,0.5331222527122381,0.5347939007245667,0.883355529475657
50,0.6006396162302619,0.544174237851717,0.5388126183581713,0.8798941823385313
