rounds,accuracy,kappa,f1_score,roc_auc,Scenario
21,0.4642,0.4051573466843321,0.4594135821552086,0.8323025112707468,Two_Attackers_IID
22,0.4286,0.3655774789840855,0.425155853014186,0.8274239639247709,Two_Attackers_IID
23,0.4352,0.3726130350853428,0.4294686484119219,0.8279835961494997,Two_Attackers_IID
24,0.4942,0.4379884088461257,0.4960372624414396,0.8390488352531834,Two_Attackers_IID
25,0.5132,0.4589356857720547,0.5045719598107711,0.8436155580680137,Two_Attackers_IID
26,0.5136,0.4594102726422558,0.5125697572852682,0.8453921531379983,Two_Attackers_IID
27,0.5094,0.4549303586737338,0.5035109669019495,0.8418330825225963,Two_Attackers_IID
28,0.4848,0.4279349686230985,0.4881223983253936,0.843334071447217,Two_Attackers_IID
29,0.5014,0.446136480515848,0.4975573480215636,0.8425759454117516,Two_Attackers_IID
30,0.4938,0.4372436162696184,0.492217066574158,0.8409817041224811,Two_Attackers_IID
31,0.5096,0.4550566778854302,0.504194039294709,0.8433228287988208,Two_Attackers_IID
32,0.5288,0.47635090105979,0.530492251498923,0.8497207430173254,Two_Attackers_IID
33,0.4872,0.4304261110492078,0.4819482845244323,0.842570521923587,Two_Attackers_IID
34,0.5104,0.4558403212764148,0.5077788483949296,0.8485284439246854,Two_Attackers_IID
35,0.508,0.4537394487029741,0.5048865189058881,0.8440985907610026,Two_Attackers_IID
36,0.507,0.4520927928680569,0.5010839623552139,0.8463134263178724,Two_Attackers_IID
37,0.5228,0.4701346920765538,0.5194815852880299,0.8463054171094232,Two_Attackers_IID
38,0.5148,0.4610260359531438,0.5102019704802249,0.8464899679901208,Two_Attackers_IID
39,0.52,0.4666750779174736,0.5161166930886228,0.8484158047772385,Two_Attackers_IID
40,0.5038,0.4487124386607419,0.504927686875801,0.8448872549846396,Two_Attackers_IID
41,0.4958,0.4399744049234034,0.4917410761523112,0.8419073600436381,Two_Attackers_IID
42,0.5308,0.4789644825877976,0.523609728136783,0.8498107991309345,Two_Attackers_IID
43,0.5122,0.4581789071534052,0.5132748146735397,0.8455545653207169,Two_Attackers_IID
44,0.5088,0.4545764880522615,0.5078168676181761,0.8531403370106857,Two_Attackers_IID
45,0.5328,0.4810548716832228,0.5294692992779811,0.8527738265031732,Two_Attackers_IID
46,0.5236,0.4709504049157136,0.5198708316142953,0.8501153301967899,Two_Attackers_IID
47,0.4958,0.4400856359880488,0.4898955859808799,0.8471204806378704,Two_Attackers_IID
48,0.5032,0.4481545699629458,0.5017314269489445,0.8472772877650534,Two_Attackers_IID
49,0.4894,0.4329765477018671,0.4839182022660451,0.8422522906499118,Two_Attackers_IID
50,0.4886,0.4317752286169271,0.4933031468168168,0.8424982158065614,Two_Attackers_IID
