rounds,accuracy,kappa,f1_score,roc_auc
1,0.18109134519288428,0.08488995705197717,0.07841710778404616,0.6968146876654565
2,0.26823905656606034,0.17819091213503194,0.18829941364793396,0.7569748064799312
3,0.29762142714371376,0.2106622404064796,0.20689250565527922,0.7810744399897281
4,0.30821507095742556,0.22410039548780875,0.2292587538088798,0.7914043363937978
5,0.3733759744153508,0.2941920384560302,0.3034526018115055,0.806520809719695
6,0.3791724965020987,0.30036679019348983,0.3146554640903514,0.811472162111824
7,0.3873675794523286,0.31017032575511483,0.319645709279574,0.8127126913479807
8,0.42774335398760743,0.35326340716483184,0.36318202369642705,0.8213835669757584
9,0.41215270837497503,0.33404675025870445,0.33513737370537144,0.8197270290281292
10,0.4173495902458525,0.34038866371792886,0.34785028942843677,0.8205586903936002
11,0.4405356785928443,0.3674331742920244,0.38469605771194815,0.8270209762757298
12,0.40575654607235656,0.3284820946106107,0.3445076221555691,0.8181648170232277
13,0.4817109734159504,0.4131156389367946,0.4204754803351224,0.8321804501214008
14,0.4529282430541675,0.3794776848162198,0.387457589602707,0.8252249265826892
15,0.4543274035578653,0.3818376907387848,0.38686090885864427,0.8349886647781358
16,0.4301419148510893,0.3556085892709364,0.3708638187696988,0.8275700819180545
17,0.4831101339196482,0.4136816991036517,0.42835105235943416,0.8350338568360007
18,0.4785128922646412,0.40817426123346806,0.4157608268660178,0.8305744238195154
19,0.4837097741355187,0.4145479229242061,0.4270229760622509,0.8357146450012463
20,0.48950629622226666,0.4204750942782976,0.43422063942581535,0.8390598737117428
21,0.4831101339196482,0.41381683244849105,0.4185066155089979,0.8373356903950264
22,0.46092344593244056,0.3883416351856886,0.3981123684091765,0.8285705809588769
23,0.4711173296022387,0.40002739402056303,0.4130328717987535,0.8357400679599507
24,0.4969018588846692,0.4291069412474907,0.44054187116325627,0.8461264192920643
25,0.4113531880871477,0.3342771185256437,0.3573322192342195,0.8278325271626571
26,0.4557265640615631,0.38339767911053185,0.3971447797224064,0.8345198827708923
27,0.4801119328402958,0.41048612015188746,0.43087046186173045,0.8376109655760595
28,0.4587247651409154,0.38652403154010917,0.40311969616446613,0.8335212810804983
29,0.47631421147311614,0.40615583474423184,0.4148112185657841,0.8408423884567344
30,0.44433339996002397,0.37113649928924886,0.3901046733718683,0.8360813237311542
31,0.4723166100339796,0.40217264932456886,0.4152179052927553,0.8412419328167492
32,0.48251049370377774,0.412297603772638,0.42091705508546245,0.8445836601639375
33,0.4679192484509294,0.39751469231005176,0.4117979129744657,0.8404169085896149
34,0.4961023385968419,0.42733688549946686,0.44234373299437596,0.8449475624617395
35,0.47711373176094346,0.406958859799537,0.4229342128514137,0.8427823295207904
36,0.48231061363182093,0.41301537182460624,0.42336415876175526,0.8434384550503675
37,0.533879672196682,0.4693021520315525,0.4752823348823396,0.8513581086125246
38,0.46931840895462723,0.3978051430392528,0.4109112200068522,0.8427629767877153
39,0.5130921447131721,0.4467478066881084,0.4593203034224471,0.8496797069612333
40,0.4775134919048571,0.40734502257619715,0.4233698630358375,0.8386278025708204
41,0.47551469118528883,0.4049333553866366,0.42061422426684164,0.8408187562646098
42,0.46312212672396563,0.3913213848126716,0.4115156161361184,0.8373891951235799
43,0.4815110933439936,0.411367355640364,0.42935528194774475,0.8356188813756158
44,0.4375374775134919,0.36217724760224035,0.3852645199712981,0.8333494220944904
45,0.4781131321207276,0.40760765423035067,0.4237993123400176,0.8416324185187903
46,0.4847091744953028,0.41469790749079694,0.42597080527641246,0.8441911296657791
47,0.4877073755746552,0.4186277454029761,0.43655914418677066,0.8433480005043514
48,0.4491305216869878,0.37553604124418394,0.39568854242064966,0.8382740780780307
49,0.4769138516889866,0.4066593257920847,0.42629225658314107,0.8439621030121189
50,0.475314811113332,0.40440665464029424,0.418284238619712,0.84286413039901
