rounds,accuracy,kappa,f1_score,roc_auc
1,0.19688187087747352,0.107786779722933,0.08904164127662301,0.7371372425281312
2,0.34459324405356784,0.2623876776317765,0.2760077626234339,0.7944841381874997
3,0.36777933240055966,0.286959669472963,0.2954336319070528,0.8099243705978003
4,0.4137517489506296,0.33662203887181447,0.3383736842741495,0.8250863109521622
5,0.4405356785928443,0.3658827152820925,0.3691939929135473,0.832053201238728
6,0.4643214071557066,0.3942073656628439,0.40235172453307105,0.8374901009895932
7,0.4747151708974615,0.4043973188795453,0.4110989141804133,0.8452851725529369
8,0.48231061363182093,0.4132545746389909,0.40785973038794276,0.8485336373083449
9,0.4939036578053168,0.424967475528578,0.425058287124434,0.8531936397822333
10,0.5020987407555467,0.4337759356047009,0.4341320267676123,0.8497182778275022
11,0.5030981411153308,0.43513294130562696,0.43642407135563727,0.8580625881913336
12,0.522286628023186,0.45671088197008886,0.4636265598285545,0.8631422759780517
13,0.5282830301818908,0.4633894211299615,0.4604142206797907,0.8651871478408697
14,0.5296821906855886,0.46559819515548734,0.4743938190461781,0.8701225050749022
15,0.5448730761543075,0.48197639479107446,0.48311844058693276,0.8693821727409029
16,0.5572656406156307,0.495775283537035,0.49264532634370295,0.8714784713467504
17,0.5696582050769539,0.5100997392089139,0.5027684934068746,0.874802995166857
18,0.5698580851489107,0.5094753668794084,0.5046402419697656,0.8713609639608636
19,0.5584649210473716,0.49786470132573585,0.49913864937573016,0.875874946771424
20,0.5690585648610833,0.5087429296244759,0.4975620974116131,0.874226694536629
21,0.5618628822706376,0.5008381891544219,0.505036488244036,0.8762554737492355
22,0.5664601239256446,0.5061514931719064,0.5066385342154216,0.8773823534198851
23,0.5804517289626224,0.5212880320148616,0.5131568261766088,0.8755015273732708
24,0.5938436937837298,0.5365649277567319,0.5283178309595808,0.8800875193959833
25,0.587847291625025,0.5301473943145424,0.5232327986930807,0.8812561177498562
26,0.5968418948630821,0.5394870448167349,0.5247860189922565,0.8788115141628651
27,0.5874475314811113,0.5293955035701737,0.528033751723899,0.8837338269216016
28,0.6056366180291824,0.549237271085981,0.5360471381666719,0.8860230840306269
29,0.6006396162302619,0.5437172187539223,0.5282925391948655,0.884813711078884
30,0.6010393763741755,0.5446339514910477,0.5334611650722789,0.8818528177612726
31,0.592444533280032,0.5351625029712249,0.5355517453702634,0.8833084060002806
32,0.6014391365180891,0.5449453769874841,0.5426087604622456,0.8829442583312368
33,0.5990405756546072,0.5419829966941773,0.5396721961841255,0.8840891530942944
34,0.6060363781730962,0.5501201668465348,0.5422882746104088,0.882767947954529
35,0.6058364981011393,0.549809474730695,0.5441485329349597,0.8837508489589895
36,0.6056366180291824,0.5494962079999741,0.5388637725540405,0.8827400419339165
37,0.6008394963022187,0.5441091442414651,0.5325837237291571,0.8828088702189313
38,0.6072356586048371,0.5514059054401953,0.5408595262405332,0.886348636065718
39,0.6070357785328803,0.5505286738006616,0.5425762899771667,0.8855563442278981
40,0.6070357785328803,0.5502049657396816,0.5345626366054633,0.8877024659732755
41,0.6140315810513691,0.5586312747959817,0.5471697300844898,0.8861228087415172
42,0.606236258245053,0.5498917551318293,0.5439733942128702,0.8813969358279617
43,0.6134319408354987,0.5584800544859564,0.5520851050105734,0.8859112664700379
44,0.6186288227063762,0.5640917067163103,0.5531462997851627,0.8861746280167807
45,0.6150309814111533,0.5600091324978266,0.548845035131248,0.8817186543222406
46,0.6166300219868079,0.5621960749370839,0.5590674725614637,0.8875063709615554
47,0.6200279832100739,0.565618811821441,0.5602848980271858,0.8849709716123721
48,0.6092344593244053,0.5539993585055745,0.5475955792259948,0.8844350112465117
49,0.6088346991804917,0.5533214717499214,0.5490703443595513,0.8802728229821771
50,0.6226264241455127,0.568463671363249,0.557822296326042,0.8826944090217387
